110.0716934,4153.9423828125
116.0707169,2535.9174804688
120.0811691,5449.2260742188
129.102417,132566.328125
175.118988,27575.37890625
198.1237946,15381.3466796875
199.1078339,13490.158203125
201.1233673,12321.185546875
216.1342468,23665.873046875
233.1641541,12884.931640625
240.1344147,11427.6796875
283.1399841,10104.703125
285.1559143,13258.70703125
313.1523438,22255.10546875
314.1343384,15694.578125
331.1616211,69252.671875
358.1607666,14010.6787109375
416.2503052,41458.671875
420.2210999,18605.048828125
426.2355347,6653.830078125
444.2454834,34251.6015625
460.2137146,18624.10546875
473.1893921,11794.3056640625
477.2418518,166057.5
478.2446594,28431.87890625
559.2741089,58649.984375
576.3103027,103585.53125
577.3175049,20420.42578125
660.3221436,11676.8095703125
670.3043823,18419.615234375
688.317627,41845.99609375
689.3966064,173027.328125
690.3997192,35053.3515625
773.4077759,35106.9453125
774.4112549,10424.7509765625
783.3931885,13965.8740234375
785.9273682,48289.15234375
786.421936,34521.046875
788.4633789,212529.53125
789.4653931,64804.625
793.9787598,15971.9033203125
794.9309082,604271.625
795.4318848,417336.625
795.9276733,49962.12890625
801.4031982,61072.625
900.4671021,44749.6171875
901.5488281,113174.2734375
902.5457764,42754.48046875
1013.5603027,39677.13671875
1030.5900879,142152.90625
1031.5899658,48134.94921875
1145.6173096,197254.203125
1146.62146,82460.9140625
1258.6993408,77116.671875
1259.6960449,32163.79296875
1373.7287598,81374.375
1374.7258301,41043.3515625
1460.7618408,139963.203125
1461.7685547,75724.2109375
